word,pinyin
尝,cháng
尝试,chángshì
尤其,yóuqí
就,jiù
就业,jiùyè
就地,jiùdì
就是,jiùshì
就是_也_,jiùshì_yě_
就是说,jiùshìshuō
就算,jiùsuàn
就职,jiùzhí
就近,jiùjìn
就餐,jiùcān
尸体,shītǐ
尺,chǐ
尺子,chǐzi
尺寸,chǐcun
尼龙,nílóng
尽,jìn
尽力,jìnlì
尽快,jǐnkuài
尽管,jǐnguǎn
尽量,jìnliàng
尾,wěi
尾巴,wěiba
尿,niào
局,jú
局势,júshì
局部,júbù
局长,júzhǎng
局限,júxiàn
局面,júmiàn
屁,pì
屁股,pìgu
层,céng
层出不穷,céngchūbùqióng
层次,céngcì
居,jū
居住,jūzhù
居室,jūshì
居民,jūmín
居然,jūrán
屈服,qūfú
届,jiè
屋,wū
屋子,wūzi
屎,shǐ
屏障,píngzhàng
屑,xiè
展出,zhǎnchū
展开,zhǎnkāi
展望,zhǎnwàng
展现,zhǎnxiàn
展览,zhǎnlǎn
展览会,zhǎnlǎnhuì
展销,zhǎnxiāo
属,shǔ
属于,shǔyú
屠杀,túshā
屡次,lǚcì
履行,lǚxíng
屯,tún
山,shān
山冈,shāngāng
山区,shānqū
山地,shāndì
山头,shāntóu
山岭,shānlǐng
山峰,shānfēng
山水,shānshuǐ
山沟,shāngōu
山河,shānhé
山脉,shānmài
山脚,shānjiǎo
山腰,shānyāo
山谷,shāngǔ
岁,suì
岁数,suìshu
岁月,suìyuè
岂不,qǐbù
岂有此理,qǐyǒucǐlǐ
岔,chà
岗位,gǎngwèi
岛,dǎo
岛屿,dǎoyǔ
岩石,yánshí
岭,lǐng
岸,àn
峡,xiá
峡谷,xiágǔ
崇拜,chóngbài
崇敬,chóngjìng
崇高,chónggāo
崖,yá
崩溃,bēngkuì
崭新,zhǎnxīn
嵌,qiàn
川流不息,chuānliúbùxī
州,zhōu
巡逻,xúnluó
工,gōng
工业,gōngyè
工事,gōngshì
工人,gōngrén
工人阶级,gōngrénjiējí
工会,gōnghuì
工作,gōngzuò
工具,gōngjù
工具书,gōngjùshū
工厂,gōngchǎng
工地,gōngdì
工夫,gōngfu
工序,gōngxù
工程,gōngchéng
工程师,gōngchéngshī
工艺品,gōngyìpǐn
工资,gōngzī
工钱,gōngqian
工龄,gōnglíng
左,zuǒ
左右,zuǒyòu
左边,zuǒbian
巧,qiǎo
巧妙,qiǎomiào
巨大,jùdà
巩固,gǒnggù
巫婆,wūpó
差,chà
差不多,chàbuduō
差别,chābié
差异,chāyì
差点儿,chàdiǎnr
差距,chājù
差错,chācuò
已,yǐ
已经,yǐjing
巴结,bājie
巷,xiàng
币,bì
市,shì
市场,shìchǎng
市民,shìmín
市长,shìzhǎng
布,bù
布告,bùgào
布局,bùjú
布置,bùzhì
帅,shuài
帆,fān
帆船,fānchuán
师,shī
师傅,shīfu
师范,shīfàn
师长,shīzhǎng
希望,xīwàng
帐,zhàng
帘,lián
帝国,dìguó
帝国主义,dìguózhǔyì
带,dài
带儿,dàir
带动,dàidòng
带劲,dàijìn
带头,dàitóu
带领,dàilǐng
席,xí
席位,xíwèi
帮,bāng
帮助,bāngzhù
帮忙,bāngmáng
常,cháng
常务,chángwù
常常,chángcháng
常年,chángnián
常用,chángyòng
常见,chángjiàn
常规,chángguī
常识,chángshí
帽子,màozi
幅,fú
幅度,fúdù
幕,mù
幢,zhuàng
干,gàn
干净,gānjìng
干劲,gànjìn
干吗,gànmá
干扰,gānrǎo
干旱,gānhàn
干杯,gānbēi
干活儿,gànhuór
干涉,gānshè
干燥,gānzào
干线,gànxiàn
干脆,gāncuì
干部,gànbù
干预,gānyù
平,píng
平凡,píngfán
平原,píngyuán
平均,píngjūn
平坦,píngtǎn
平安,píng'ān
平常,píngcháng
平整,píngzhěng
平方,píngfāng
平日,píngrì
平时,píngshí
平民,píngmín
平稳,píngwěn
平等,píngděng
平行,píngxíng
平衡,pínghéng
平静,píngjìng
平面,píngmiàn
年,nián
年代,niándài
年头儿,niántóur
年度,niándù
年级,niánjí
年纪,niánjì
年轻,niánqīng
年青,niánqīng
年龄,niánlíng
并,bìng
并且,bìngqiě
并列,bìngliè
并存,bìngcún
并排,bìngpái
并非,bìngfēi
幸亏,xìngkuī
幸好,xìnghǎo
幸福,xìngfú
幸运,xìngyùn
幻想,huànxiǎng
幻灯,huàndēng
幼,yòu
幼儿园,yòu'éryuán
幼稚,yòuzhì
幽静,yōujìng
幽默,yōumò
广,guǎng
广告,guǎnggào
广场,guǎngchǎng
广大,guǎngdà
广播,guǎngbō
广泛,guǎngfàn
广阔,guǎngkuò
庄,zhuāng
庄严,zhuāngyán
庄稼,zhuāngjia
庄重,zhuāngzhòng
庆祝,qìngzhù
庆贺,qìnghè
床,chuáng
床位,chuángwèi
床单,chuángdān
床铺,chuángpù
序言,xùyán
库,kù
库存,kùcún
库房,kùfáng
应,yīng
应付,yīngfù
应当,yīngdāng
应用,yìngyòng
应该,yīnggāi
应邀,yìngyāo
应酬,yìngchou
底,dǐ
底片,dǐpiàn
店,diàn
店员,diànyuán
庙,miào
庞大,pángdà
废,fèi
废品,fèipǐn
废墟,fèixū
废气,fèiqì
废物,fèiwù
废话,fèihuà
废除,fèichú
度,dù
度过,dùguò
座,zuò
座位,zuòwèi
座儿,zuòr
座右铭,zuòyòumíng
座谈,zuòtán
庸俗,yōngsú
廉价,liánjià
廉政,liánzhèng
廉洁,liánjié
延伸,yánshēn
延期,yánqī
延续,yánxù
延缓,yánhuǎn
延长,yáncháng
建,jiàn
建交,jiànjiāo
建立,jiànlì
建筑,jiànzhù
建议,jiànyì
建设,jiànshè
建造,jiànzào
开,kāi
开会,kāihuì
开关,kāiguān
开刀,kāidāo
开办,kāibàn
开动,kāidòng
开化,kāihuà
开发,kāifā
开口,kāikǒu
开垦,kāikěn
开夜车,kāiyèchē
开天辟地,kāitiānpìdì
开头,kāitóu
开始,kāishǐ
开学,kāixué
开展,kāizhǎn
开工,kāigōng
开幕,kāimù
开心,kāixīn
开拓,kāituò
开支,kāizhī
开放,kāifàng
开明,kāimíng
开朗,kāilǎng
开水,kāishuǐ
开演,kāiyǎn
开玩笑,kāiwánxiào
开设,kāishè
开课,kāikè
开辟,kāipì
开采,kāicǎi
开阔,kāikuò
开除,kāichú
开饭,kāifàn
异,yì
异常,yìcháng
弄,nòng
弄虚作假,nòngxūzuòjiǎ
弊病,bìbìng
弊端,bìduān
式,shì
式样,shìyàng
弓,gōng
引,yǐn
引人注目,yǐnrénzhùmù
引入,yǐnrù
引导,yǐndǎo
引用,yǐnyòng
引诱,yǐnyòu
引起,yǐnqǐ
引进,yǐnjìn
弟兄,dìxiong
弟弟,dìdi
张,zhāng
张望,zhāngwàng
弥漫,mímàn
弥补,míbǔ
弦,xián
弯,wān
弯曲,wānqū
弱,ruò
弱点,ruòdiǎn
弹,tán
弹药,dànyào
强,qiáng
强制,qiángzhì
强化,qiánghuà
强大,qiángdà
强度,qiángdù
强烈,qiángliè
强盗,qiángdào
强盛,qiángshèng
强调,qiángdiào
强迫,qiǎngpò
归,guī
归根到底,guīgēndàodǐ
归纳,guīnà
归结,guījié
归还,guīhuán
当,dāng
当_的时候,dāng_deshíhòu
当中,dāngzhōng
当事人,dāngshìrén
当代,dāngdài
当做,dàngzuò
当初,dāngchū
当前,dāngqián
当地,dāngdi
当场,dāngchǎng
当天,dàngtiān
当家,dāngjiā
当局,dāngjú
当年,dāngnián
当心,dāngxīn
当时,dāngshí
当然,dāngrán
当选,dāngxuǎn
当面,dāngmiàn
录,lù
录像,lùxiàng
录取,lùqǔ
录用,lùyòng
录音,lùyīn
录音机,lùyīnjī
形,xíng
形势,xíngshì
形容,xíngróng
形式,xíngshì
形态,xíngtài
形成,xíngchéng
形状,xíngzhuàng
形而上学,xíng'érshàngxué
形象,xíngxiàng
彩色,cǎisè
影响,yǐngxiǎng
影子,yǐngzi
影片,yǐngpiàn
彻底,chèdǐ
彼,bǐ
彼此,bǐcǐ
往,wǎng
往事,wǎngshì
往后,wǎnghòu
往常,wǎngcháng
往年,wǎngnián
往往,wǎngwǎng
往日,wǎngrì
往来,wǎnglái
往返,wǎngfǎn
征,zhēng
征收,zhēngshōu
征服,zhēngfú
征求,zhēngqiú
待,dài
待业,dàiyè
待遇,dàiyù
很,hěn
律师,lǜshī
徐徐,xúxú
徒弟,túdi
得,děi
得不偿失,débùchángshī
得了,déliǎo
得以,déyǐ
得到,dédào
得力,délì
得很,dehěn
得意,déyì
得病,débìng
得罪,dézuì
徘徊,páihuái
循序渐进,xúnxùjiànjìn
循环,xúnhuán
微不足道,wēibùzúdào
微小,wēixiǎo
微笑,wēixiào
微观,wēiguān
德语,déyǔ
心,xīn
心中,xīnzhōng
心事,xīnshi
心头,xīntóu
心得,xīndé
心思,xīnsi
心情,xīnqíng
心意,xīnyì
心愿,xīnyuàn
心灵,xīnlíng
心爱,xīn'ài
心理,xīnlǐ
心疼,xīnténg
心目,xīnmù
心眼儿,xīnyǎnr
心脏,xīnzàng
心血,xīnxuè
心里,xīnli
必,bì
必修,bìxiū
必定,bìdìng
必将,bìjiāng
必然,bìrán
必要,bìyào
必需,bìxū
必须,bìxū
忆,yì
忌,jì
忍,rěn
忍不住,rěnbuzhù
忍受,rěnshòu
忍耐,rěnnài
志,zhì
志愿,zhìyuàn
志气,zhìqi
忘,wàng
忘却,wàngquè
忘记,wàngjì
忙,máng
忙碌,mánglù
忠于,zhōngyú
忠实,zhōngshí
忠诚,zhōngchéng
忠贞,zhōngzhēn
忧虑,yōulǜ
忧郁,yōuyù
快,kuài
快乐,kuàilè
快活,kuàihuo
快速,kuàisù
快餐,kuàicān
念,niàn
念书,niànshū
念头,niàntou
忽然,hūrán
忽略,hūlvè
忽视,hūshì
怀,huái
怀孕,huáiyùn
怀念,huáiniàn
怀疑,huáiyí
态度,tàidu
怎,zěn
怎么,zěnme
怎么样,zěnmeyàng
怎么着,zěnmezhe
怎样,zěnyàng
怒,nù
怒吼,nùhǒu
怒火,nùhuǒ
怕,pà
思,sī
思前想后,sīqiánxiǎnghòu
思念,sīniàn
思想,sīxiǎng
思潮,sīcháo
思索,sīsuǒ
思绪,sīxù
思维,sīwéi
思考,sīkǎo
怠工,dàigōng
怠慢,dàimàn
急,jí
急于,jíyú
急切,jíqiè
急剧,jíjù
急忙,jímáng
急躁,jízào
急需,jíxū
性,xìng
性别,xìngbié
性命,xìngmìng
性情,xìngqíng
性格,xìnggé
性能,xìngnéng
性质,xìngzhì
怪,guài
怪不得,guàibude
总,zǒng
总之,zǒngzhī
总共,zǒnggòng
总务,zǒngwù
总司令,zǒngsīlìng
总和,zǒnghé
总得,zǒngděi
总数,zǒngshù
总是,zǒngshì
总理,zǒnglǐ
总的来说,zǒngdeláishuō
总督,zǒngdū
总算,zǒngsuàn
总结,zǒngjié
总统,zǒngtǒng
总而言之,zǒng'éryánzhī
总计,zǒngjì
总额,zǒng'é
恋,liàn
恋爱,liàn'ài
恐怕,kǒngpà
恐怖,kǒngbù
恐惧,kǒngjù
恒星,héngxīng
恢复,huīfù
恨,hèn
恨不得,hènbude
恩,ēn
恩人,ēnrén
恩情,ēnqíng
恩爱,ēn'ài
恭敬,gōngjìng
恰到好处,qiàdàohǎochù
恰好,qiàhǎo
恰如其分,qiàrúqífèn
恰巧,qiàqiǎo
恰当,qiàdàng
恰恰,qiàqià
恳切,kěnqiè
恳求,kěnqiú
恶,è
恶劣,èliè
恶化,èhuà
恶心,ěxin
恶性,èxìng
恶毒,èdú
恼火,nǎohuǒ
悄悄,qiāoqiāo
悔,huǐ
悔恨,huǐhèn
悔改,huǐgǎi
悟,wù
悠久,yōujiǔ
患,huàn
患者,huànzhě
您,nín
悬,xuán
悬崖,xuányá
悬念,xuánniàn
悬挂,xuánguà
悲伤,bēishāng
悲剧,bēijù
悲哀,bēi'āi
悲惨,bēicǎn
悲愤,bēifèn
悲痛,bēitòng
悲观,bēiguān
悼念,dàoniàn
情,qíng
情况,qíngkuàng
情形,qíngxing
情感,qínggǎn
情报,qíngbào
情景,qíngjǐng
情理,qínglǐ
情绪,qíngxù
情节,qíngjié
惊,jīng
惊人,jīngrén
惊动,jīngdòng
惊奇,jīngqí
惊异,jīngyì
惊慌,jīnghuāng
惊讶,jīngyà
惋惜,wǎnxī
惟一,wéiyī
惟独,wéidú
惦记,diànjì
惨,cǎn
惩,chéng
惩办,chéngbàn
惩罚,chéngfá
惭愧,cánkuì
惯,guàn
惯例,guànlì
惯用语,guànyòngyǔ
想,xiǎng
想念,xiǎngniàn
想方设法,xiǎngfāngshèfǎ
想法,xiǎngfǎ
想象,xiǎngxiàng
惹,rě
愁,chóu
愈,yù
愈_愈_,yù_yù_
愉快,yúkuài
意义,yìyì
意向,yìxiàng
意味着,yìwèizhe
意图,yìtú
意外,yìwài
意志,yìzhì
意思,yìsi
意料,yìliào
意见,yìjiàn
意识,yìshi
愚昧,yúmèi
愚蠢,yúchǔn
感,gǎn
感兴趣,gǎnxìngqù
感冒,gǎnmào
感到,gǎndào
感动,gǎndòng
感化,gǎnhuà
感受,gǎnshòu
感情,gǎnqíng
感想,gǎnxiǎng
感慨,gǎnkǎi
感染,gǎnrǎn
感激,gǎnjī
感觉,gǎnjué
感谢,gǎnxiè
愣,lèng
愤怒,fènnù
愤恨,fènhèn
愿,yuàn
愿意,yuànyì
愿望,yuànwàng
慈爱,cí'ài
慈祥,cíxiáng
慌,huāng
慌乱,huāngluàn
慌张,huāngzhāng
慌忙,huāngmáng
慎重,shènzhòng
慢,màn
慢性,mànxìng
慰问,wèiwèn
慷慨,kāngkǎi
憋,biē
懂,dǒng
懂事,dǒngshì
懂得,dǒngde
懒,lǎn
懒惰,lǎnduò
戏,xì
戏剧,xìjù
成,chéng
成为,chéngwéi
成交,chéngjiāo
成人,chéngrén
成分,chéngfèn
成功,chénggōng
成千上万,chéngqiānshàngwàn
成员,chéngyuán
成品,chéngpǐn
成天,chéngtiān
成套,chéngtào
成就,chéngjiù
成心,chéngxīn
成效,chéngxiào
成本,chéngběn
成果,chéngguǒ
成熟,chéngshú
成立,chénglì
成绩,chéngjī
成语,chéngyǔ
成长,chéngzhǎng
我,wǒ
我们,wǒmen
戒严,jièyán
或,huò
或多或少,huòduōhuòshǎo
或是,huòshì
或者,huòzhě
或许,huòxǔ
战,zhàn
战争,zhànzhēng
战友,zhànyǒu
战场,zhànchǎng
战士,zhànshì
战役,zhànyì
战斗,zhàndòu
战术,zhànshù
战略,zhànlvè
战线,zhànxiàn
战胜,zhànshèng
截,jié
截止,jiézhǐ
戴,dài
户,hù
户口,hùkǒu
房东,fángdōng
房子,fángzi
房屋,fángwū
房租,fángzū
房间,fángjiān
所,suǒ
所以,suǒyǐ
所在,suǒzài
所属,suǒshǔ
所得,suǒdé
所得税,suǒdéshuì
所有,suǒyǒu
所有制,suǒyǒuzhì
所有权,suǒyǒuquán
所谓,suǒwèi
扁,biǎn
扇子,shànzi
手,shǒu
手势,shǒushì
手套,shǒutào
手工,shǒugōng
手帕,shǒupà
手指,shǒuzhǐ
手术,shǒushù
手枪,shǒuqiāng
手榴弹,shǒuliúdàn
手段,shǒuduàn
手法,shǒufǎ
手电筒,shǒudiàntǒng
手续,shǒuxù
手艺,shǒuyì
手表,shǒubiǎo
才,cái
才干,cáigàn
才智,cáizhì
才能,cáinéng
扎,zhā
扎实,zhāshi
扑,pū
扑克,pūkè
扑灭,pūmiè
扒,bā
打,dǎ
打交道,dǎjiāodào
打仗,dǎzhàng
打倒,dǎdǎo
打击,dǎjī
打发,dǎfa
打听,dǎting
打扫,dǎsǎo
打扮,dǎban
打扰,dǎrǎo
打招呼,dǎzhāohu
打架,dǎjià
打猎,dǎliè
打破,dǎpò
打算,dǎsuàn
打败,dǎbài
打量,dǎliang
打针,dǎzhēn
扔,rēng
托,tuō
托儿所,tuō'érsuǒ
扛,káng
扣,kòu
执勤,zhíqín
执政,zhízhèng
执法,zhífǎ
执照,zhízhào
执行,zhíxíng
扩充,kuòchōng
扩大,kuòdà
扩展,kuòzhǎn
扩建,kuòjiàn
扩张,kuòzhāng
扩散,kuòsàn
扫,sǎo
扫除,sǎochú
扬,yáng
扭,niǔ
扭转,niǔzhuǎn
扮,bàn
扮演,bànyǎn
扯,chě
扰乱,rǎoluàn
扳,bān
扶,fú
批,pī
批准,pīzhǔn
批判,pīpàn
批发,pīfā
批复,pīfù
批改,pīgǎi
批示,pīshì
批评,pīpíng
找,zhǎo
承办,chéngbàn
承包,chéngbāo
承受,chéngshòu
承担,chéngdān
承认,chéngrèn
技巧,jìqiǎo
技术,jìshù
技术员,jìshùyuán
技能,jìnéng
抄,chāo
抄写,chāoxiě
把,bǎ
把关,bǎguān
把戏,bǎxì
把手,bǎshou
把握,bǎwò
把柄,bǎbǐng
抑制,yìzhì
抓,zhuā
抓紧,zhuājǐn
投,tóu
投产,tóuchǎn
投入,tóurù
投掷,tóuzhì
投放,tóufàng
投机,tóujī
投机倒把,tóujīdǎobǎ
投标,tóubiāo
投票,tóupiào
投资,tóuzī
投降,tóuxiáng
抖,dǒu
抗击,kàngjī
抗战,kàngzhàn
抗旱,kànghàn
抗议,kàngyì
折,zhé
折合,zhéhé
折磨,zhémo
折腾,zhēteng
抚养,fǔyǎng
抚育,fǔyù
抛,pāo
抛弃,pāoqì
抠,kōu
抡,lūn
抢,qiǎng
抢劫,qiǎngjié
抢救,qiǎngjiù
护,hù
护士,hùshi
护照,hùzhào
报,bào
报仇,bàochóu
报刊,bàokān
报到,bàodào
报名,bàomíng
报告,bàogào
报复,bàofù
报社,bàoshè
报答,bàodá
报纸,bàozhǐ
报考,bàokǎo
报道,bàodào
报酬,bàochou
报销,bàoxiāo
披,pī
抬,tái
抱,bào
抱怨,bàoyuàn
抱歉,bàoqiàn
抱负,bàofù
抵,dǐ
抵制,dǐzhì
抵抗,dǐkàng
抵达,dǐdá
抹,mǒ
抹布,mābù
抹杀,mǒshā
押,yā
抽,chōu
抽屉,chōuti
抽空,chōukòng
抽象,chōuxiàng
拄,zhǔ
担,dān
担任,dānrèn
担保,dānbǎo
担子,dànzi
担心,dānxīn
担忧,dānyōu
担负,dānfù
拆,chāi
拉,lā
拌,bàn
拍,pāi
拍子,pāizi
拍摄,pāishè
拍照,pāizhào
拐,guǎi
拐弯儿,guǎiwānr
拒,jù
拒绝,jùjué
拔,bá
拖,tuō
拖延,tuōyán
拖拉机,tuōlājī
拘束,jūshù
拘留,jūliú
招,zhāo
招呼,zhāohu
招待,zhāodài
招待会,zhāodàihuì
招手,zhāoshǒu
招收,zhāoshōu
招生,zhāoshēng
招聘,zhāopìn
拜,bài
拜会,bàihuì
拜年,bàinián
拜访,bàifǎng
拟,nǐ
拟定,nǐdìng
拢,lǒng
拣,jiǎn
拥护,yōnghù
拥抱,yōngbào
拥挤,yōngjǐ
拥有,yōngyǒu
拦,lán
拧,nǐng
拨,bō
拨款,bōkuǎn
拱,gǒng
拳头,quántou
拴,shuān
拼,pīn
拼命,pīnmìng
拼搏,pīnbó
拽,zhuài
拾,shí
拿,ná
拿_来说,ná_láishuō
持久,chíjiǔ
持续,chíxù
挂,guà
挂号,guàhào
挂念,guàniàn
挂钩,guàgōu
指,zhǐ
指令,zhǐlìng
指出,zhǐchū
指南针,zhǐnánzhēn
指头,zhǐtou
指定,zhǐdìng
指导,zhǐdǎo
指引,zhǐyǐn
指手画脚,zhǐshǒuhuàjiǎo
指挥,zhǐhuī
指明,zhǐmíng
指望,zhǐwang
指标,zhǐbiāo
指点,zhǐdiǎn
指甲,zhǐjia
指示,zhǐshì
指针,zhǐzhēn
按,àn
按劳分配,ànláofēnpèi
按时,ànshí
按期,ànqī
按照,ànzhào
挎,kuà
挑,tiāo
挑战,tiǎozhàn
挑拨,tiǎobō
挑衅,tiǎoxìn
挑选,tiāoxuǎn
挖,wā
挖掘,wājué
挟持,xiéchí
挡,dǎng
挣,zhèng
挣扎,zhēngzhá
挤,jǐ
挥,huī
挥霍,huīhuò
挨,āi
挪,nuó
挫折,cuòzhé
振,zhèn
振兴,zhènxīng
振动,zhèndòng
振奋,zhènfèn
挺,tǐng
挺拔,tǐngbá
挺立,tǐnglì
挽,wǎn
挽救,wǎnjiù
捅,tǒng
捆,kǔn
捉,zhuō
捌,bā
捍卫,hànwèi
捎,shāo
捏,niē
捏造,niēzào
捐,juān
捐款,juānkuǎn
捐献,juānxiàn
捐赠,juānzèng
捕,bǔ
捕捉,bǔzhuō
捕捞,bǔlāo
捞,lāo
损,sǔn
损人利己,sǔnrénlìjǐ
损伤,sǔnshāng
损坏,sǔnhuài
损失,sǔnshī
损害,sǔnhài
损耗,sǔnhào
捡,jiǎn
换,huàn
换取,huànqǔ
捣,dǎo
捣乱,dǎoluàn
捣蛋,dǎodàn
捧,pěng
据,jù
据悉,jùxī
据点,jùdiǎn
据说,jùshuō
捶,chuí
捻,niǎn
掀,xiān
掀起,xiānqǐ
掂,diān
授,shòu
授予,shòuyǔ
掉,diào
掌,zhǎng
掌声,zhǎngshēng
掌握,zhǎngwò
掌管,zhǎngguǎn
掏,tāo
掐,qiā
排,pái
排列,páiliè
排挤,páijǐ
排斥,páichì
排球,páiqiú
排长,páizhǎng
排队,páiduì
排除,páichú
掘,jué
掠夺,lvèduó
探,tàn
探亲,tànqīn
探头探脑,tàntóutànnǎo
探望,tànwàng
探测,tàncè
探索,tànsuǒ
探讨,tàntǎo
接,jiē
接二连三,jiē'èrliánsān
接到,jiēdào
接受,jiēshòu
接待,jiēdài
接收,jiēshōu
接洽,jiēqià
接班,jiēbān
接着,jiēzhe
接见,jiējiàn
接触,jiēchù
接近,jiējìn
接连,jiēlián
控制,kòngzhì
控诉,kòngsù
推,tuī
推动,tuīdòng
推广,tuīguǎng
推来推去,tuīláituīqù
推测,tuīcè
推理,tuīlǐ
推算,tuīsuàn
推翻,tuīfān
推荐,tuījiàn
推行,tuīxíng
推论,tuīlùn
推辞,tuīcí
推进,tuījìn
推迟,tuīchí
推选,tuīxuǎn
推销,tuīxiāo
掩,yǎn
掩护,yǎnhù
掩盖,yǎngài
掩饰,yǎnshì
措施,cuòshī
掰,bāi
掷,zhì
掺,chān
揉,róu
揍,zòu
描,miáo
描写,miáoxiě
描绘,miáohuì
描述,miáoshù
提,tí
提交,tíjiāo
提供,tígōng
提倡,tíchàng
提前,tíqián
提包,tíbāo
提升,tíshēng
提取,tíqǔ
提名,tímíng
提心吊胆,tíxīndiàodǎn
提拔,tíbá
提早,tízǎo
提案,tí'àn
提炼,tíliàn
提示,tíshì
提纲,tígāng
提要,tíyào
提议,tíyì
提醒,tíxǐng
提问,tíwèn
提高,tígāo
插,chā
插嘴,chāzuǐ
插秧,chāyāng
握,wò
握手,wòshǒu
揪,jiū
揭,jiē
揭发,jiēfā
揭示,jiēshì
揭露,jiēlù
援助,yuánzhù
搀,chān
搁,gē
搂,lǒu
搅,jiǎo
搅拌,jiǎobàn
搏斗,bódòu
搓,cuō
搜,sōu
搜查,sōuchá
搜索,sōusuǒ
搜集,sōují
搞,gǎo
搞活,gǎohuó
搞鬼,gǎoguǐ
搬,bān
搬运,bānyùn
搭,dā
搭配,dāpèi
携带,xiédài
摄,shè
摄影,shèyǐng
摄氏,Shèshì
摆,bǎi
摆动,bǎidòng
摆脱,bǎituō
摇,yáo
摇摆,yáobǎi
摇晃,yáohuang
摊,tān
摔,shuāi
摘,zhāi
摘要,zhāiyào
摧残,cuīcán
摧毁,cuīhuǐ
摩托车,mótuōchē
摩擦,mócā
摸,mō
摸索,mōsuo
撇,piē
撑,chēng
撒,sā
撒谎,sāhuǎng
撕,sī
撞,zhuàng
撤,chè
撤退,chètuì
撤销,chèxiāo
播,bō
播放,bōfàng
播种,bōzhòng
播送,bōsòng
播音,bōyīn
撵,niǎn
擅自,shànzì
擅长,shàncháng
操,cāo
操作,cāozuò
操劳,cāoláo
操场,cāochǎng
操心,cāoxīn
操纵,cāozòng
操练,cāoliàn
擦,cā
攀,pān
攀登,pāndēng
攒,zǎn
支,zhī
支付,zhīfù
支出,zhīchū
支持,zhīchí
支援,zhīyuán
支撑,zhīchēng
支柱,zhīzhù
支票,zhīpiào
支部,zhībù
支配,zhīpèi
收,shōu
收买,shōumǎi
收入,shōurù
收割,shōugē
收回,shōuhuí
收复,shōufù
收成,shōucheng
收拾,shōushi
收支,shōuzhī
收益,shōuyì
收缩,shōusuō
收获,shōuhuò
收藏,shōucáng
收购,shōugòu
收集,shōují
收音机,shōuyīnjī
改,gǎi
改变,gǎibiàn
改善,gǎishàn
改建,gǎijiàn
改正,gǎizhèng
改组,gǎizǔ
改编,gǎibiān
改良,gǎiliáng
改进,gǎijìn
改造,gǎizào
改邪归正,gǎixiéguīzhèng
改革,gǎigé
攻,gōng
攻克,gōngkè
攻关,gōngguān
攻击,gōngjī
攻读,gōngdú
放,fàng
放假,fàngjià
放大,fàngdà
放学,fàngxué
放射,fàngshè
放弃,fàngqì
放心,fàngxīn
放手,fàngshǒu
放映,fàngyìng
放松,fàngsōng
政党,zhèngdǎng
政协,zhèngxié
政变,zhèngbiàn
政府,zhèngfǔ
政权,zhèngquán
政治,zhèngzhì
政策,zhèngcè
故,gù
故乡,gùxiāng
故事,gùshi
故宫,gùgōng
故意,gùyì
故障,gùzhàng
效力,xiàolì
效果,xiàoguǒ
效率,xiàolǜ
效益,xiàoyì
敌,dí
敌人,dírén
敌对,díduì
敌视,díshì
敏感,mǐngǎn
敏捷,mǐnjié
敏锐,mǐnruì
救,jiù
救济,jiùjì
救灾,jiùzāi
教,jiāo
教会,jiàohuì
教养,jiàoyǎng
教员,jiàoyuán
教唆,jiàosuō
教堂,jiàotáng
教学,jiàoxué
教室,jiàoshì
教导,jiàodǎo
教师,jiàoshī
教授,jiàoshòu
教材,jiàocái
教条,jiàotiáo
教研室,jiàoyánshì
教练,jiàoliàn
教育,jiàoyù
教训,jiàoxun
敞开,chǎngkāi
敢,gǎn
敢于,gǎnyú
散,sàn
散发,sànfā
散布,sànbù
散文,sǎnwén
散步,sànbù
敬,jìng
敬爱,jìng'ài
敬礼,jìnglǐ
敬而远之,jìng'éryuǎnzhī
敬酒,jìngjiǔ
数,shǔ
数字,shùzì
数学,shùxué
数据,shùjù
数目,shùmù
数量,shùliàng
数额,shù'é
敲,qiāo
整,zhěng
整个,zhěnggè
整体,zhěngtǐ
整天,zhěngtiān
整数,zhěngshù
整整,zhěngzhěng
整洁,zhěngjié
整理,zhěnglǐ
整顿,zhěngdùn
整风,zhěngfēng
整齐,zhěngqí
敷衍,fūyǎn
文,wén
文人,wénrén
文件,wénjiàn
文凭,wénpíng
文化,wénhuà
文字,wénzì
文学,wénxué
文学家,wénxuéjiā
文明,wénmíng
文物,wénwù
文献,wénxiàn
文盲,wénmáng
文章,wénzhāng
文艺,wényì
文言,wényán
文雅,wényǎ
斑,bān
斗,dòu
斗争,dòuzhēng
斗志,dòuzhì
料,liào
斜,xié
斤,jīn
斧子,fǔzi
斩,zhǎn
斩草除根,zhǎncǎochúgēn
斩钉截铁,zhǎndīngjiétiě
断,duàn
断定,duàndìng
断断续续,duànduànxùxù
断绝,duànjué
斯文,sīwen
新,xīn
新人,xīnrén
新兴,xīnxīng
新型,xīnxíng
新娘,xīnniáng
新年,xīnnián
新式,xīnshì
新房,xīnfáng
新生,xīnshēng
新近,xīnjìn
新郎,xīnláng
新闻,xīnwén
新陈代谢,xīnchéndàixiè
新颖,xīnyǐng
新鲜,xīnxiān
方,fāng
方便,fāngbiàn
方向,fāngxiàng
方式,fāngshì
方案,fāng'àn
方法,fāngfǎ
方程,fāngchéng
方针,fāngzhēn
方面,fāngmiàn
施,shī
施加,shījiā
施展,shīzhǎn
施工,shīgōng
施肥,shīféi
施行,shīxíng
旁,páng
